Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1689750187,11,1,1,1,0,0.001589,0,0,0,0,0,0,0,0,0,0,0,0
1689750488,11,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1689750789,11,1,1,1,0,0.001589,0,0,0,0,0,0,0,0,0,0,0,0
1689751090,11,1,1,1,0,0.001589,0,0,0,0,0,0,0,0,0,0,0,0
1689751391,11,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1689751692,11,1,1,1,0,0.001589,0,0,0,0,0,0,0,0,0,0,0,0
1689751993,11,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1689752294,11,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1689752595,11,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1689752896,11,1,1,1,0,0.001589,0,0,0,0,0,0,0,0,0,0,0,0
1689753197,11,1,1,1,0,0.001589,0,0,0,0,0,0,0,0,0,0,0,0
1689753498,11,1,1,1,0,0.001589,0,0,0,0,0,0,0,0,0,0,0,0
