Timestamp,Amber,White,On,Override,Day_Ind
1687381699,1,1,1,0,4
1687381703,0,1,0,0,8
1687381707,0,1,0,0,12
1687381721,0,1,1,0,4
1687381725,0,1,0,0,8
1687381729,0,1,1,1,12
1687381733,1,1,1,0,16
1687381737,1,1,0,0,20
