StartDate,Site,Treatment,Distance,Petri_dish_weight,Petri_dish_weight_plus_PF_sample,Biomass
2023-11-08,7,,0m,3.113,4.5767,1.4637
2023-11-08,7,,5m,2.9209,3.2403,0.3194
2023-11-08,8,,0m,3.0504,4.3891,1.3387
2023-11-08,8,,5m,3.2113,3.2691,0.0577999999999999
2023-11-08,9,,0m,3.0353,4.6396,1.6043
2023-11-08,9,,5m,3.0764,3.2403,0.1639
2023-11-08,10,,0m,3.1543,3.4728,0.3185
2023-11-08,10,,5m,3.0661,4.6315,1.5654
2023-11-08,11,,0m,3.2263,3.6993,0.473
2023-11-08,11,,5m,3.1573,3.3531,0.1958
2023-11-08,12,,0m,3.0297,6.468,3.4383
2023-11-08,12,,5m,3.0407,3.1326,0.0918999999999999
2023-11-13,1,,0m,3.1621,3.6666,0.5045
2023-11-13,1,,5m,3.0311,3.1686,0.1375
2023-11-13,2,,0m,2.9768,3.1128,0.136
2023-11-13,2,,5m,3.0361,3.1459,0.1098
2023-11-13,3,,0m,3.0006,3.0775,0.0769000000000002
2023-11-13,3,,5m,2.9918,2.9957,0.00389999999999979
2023-11-13,4,,0m,2.9378,2.9676,0.0297999999999998
2023-11-13,4,,5m,3.12,3.2077,0.0876999999999999
2023-11-13,5,,0m,3.088,3.2229,0.1349
2023-11-13,5,,5m,3.1536,3.1772,0.0236000000000001
2023-11-13,6,,0m,3.0497,3.2441,0.1944
2023-11-13,6,,5m,3.2013,3.3836,0.1823
2023-11-13,7,,0m,3.0387,3.1741,0.1354
2023-11-13,7,,5m,3.1021,3.1518,0.0497000000000001
2023-11-13,8,,0m,3.1012,3.1911,0.0899000000000001
2023-11-13,8,,5m,3.07,3.1669,0.0969000000000002
2023-11-13,9,,0m,2.9725,3.1293,0.1568
2023-11-13,9,,5m,3.0742,3.0826,0.00839999999999996
2023-11-13,10,,0m,3.0245,3.6281,0.6036
2023-11-13,10,,5m,,,0
2023-11-13,11,,0m,3.0498,3.1566,0.1068
2023-11-13,11,,5m,3.0116,3.039,0.0274000000000001
2023-11-13,12,,0m,3.0158,3.3332,0.3174
2023-11-13,12,,5m,3.065,3.1327,0.0676999999999999
2023-11-18,1,,0m,3.4185,4.1048,0.6863
2023-11-18,1,,5m,3.2621,3.8804,0.6183
2023-11-18,2,,0m,3.123,3.6355,0.5125
2023-11-18,2,,5m,3.2343,3.4684,0.2341
2023-11-18,3,,0m,3.1712,3.5902,0.419
2023-11-18,3,,5m,3.2116,3.3884,0.1768
2023-11-18,4,,0m,3.0813,3.4325,0.3512
2023-11-18,4,,5m,3.1704,3.7481,0.5777
2023-11-18,5,,0m,2.9859,3.1151,0.1292
2023-11-18,5,,5m,3.0329,3.1829,0.15
2023-11-18,6,,0m,2.9823,3.1283,0.146
2023-11-18,6,,5m,3.1207,3.3651,0.2444
2023-11-18,7,,0m,3.1792,3.8942,0.715
2023-11-18,7,,5m,3.0247,3.8042,0.7795
2023-11-18,8,,0m,3.1218,3.5616,0.4398
2023-11-18,8,,5m,3.9829,2.9956,-0.9873
2023-11-18,9,,0m,3.1301,3.2359,0.1058
2023-11-18,9,,5m,3.1266,3.2332,0.1066
2023-11-18,10,,0m,3.2111,4.467,1.2559
2023-11-18,10,,5m,3.1433,5.0975,1.9542
2023-11-18,11,,0m,2.9792,3.3128,0.3336
2023-11-18,11,,5m,,,0
2023-11-18,12,,0m,3.0789,3.7905,0.7116
2023-11-18,12,,5m,2.9708,3.1645,0.1937
2023-11-23,1,,0m,3.016,3.3329,0.3169
2023-11-23,1,,5m,2.9614,3.0555,0.0941000000000001
2023-11-23,2,,0m,3.1074,3.1389,0.0314999999999999
2023-11-23,2,,5m,3.0933,3.1654,0.0720999999999998
2023-11-23,3,,0m,2.9955,3.3989,0.4034
2023-11-23,3,,5m,3.0263,3.0499,0.0236000000000001
2023-11-23,4,,0m,3.0178,3.1185,0.1007
2023-11-23,4,,5m,3.0552,3.2489,0.1937
2023-11-23,5,,0m,3.1514,3.3396,0.1882
2023-11-23,5,,5m,3.0123,3.0278,0.0154999999999998
2023-11-23,6,,0m,2.9771,3.1469,0.1698
2023-11-23,6,,5m,3.1238,3.2202,0.0964
2023-11-23,7,,0m,3.1364,3.2064,0.0699999999999998
2023-11-23,7,,5m,2.9318,3.1207,0.1889
2023-11-23,8,,0m,3.0324,3.0825,0.0501
2023-11-23,8,,5m,3.096,3.1276,0.0316000000000001
2023-11-23,9,,0m,2.9651,3.1313,0.1662
2023-11-23,9,,5m,2.92,2.9481,0.0281000000000002
2023-11-23,10,,0m,3.0493,3.2374,0.1881
2023-11-23,10,,5m,3.0774,3.1666,0.0891999999999999
2023-11-23,11,,0m,3.0253,3.1226,0.0972999999999997
2023-11-23,11,,5m,3.0186,3.103,0.0844
2023-11-23,12,,0m,3.0708,3.1766,0.1058
2023-11-23,12,,5m,2.9896,2.9935,0.00390000000000024
2023-11-28,1,,0m,2.9822,3.4841,0.5019
2023-11-28,1,,5m,3.0526,3.6922,0.6396
2023-11-28,2,,0m,3.1232,3.3386,0.2154
2023-11-28,2,,5m,2.9803,3.0717,0.0913999999999997
2023-11-28,3,,0m,3.135,3.1985,0.0635000000000003
2023-11-28,3,,5m,3.0864,3.1259,0.0395000000000003
2023-11-28,4,,0m,3.1345,3.1821,0.0476000000000001
2023-11-28,4,,5m,3.0922,3.1317,0.0394999999999999
2023-11-28,5,,0m,2.9856,3.3843,0.3987
2023-11-28,5,,5m,3.0979,3.1224,0.0244999999999997
2023-11-28,6,,0m,3.0966,3.2784,0.1818
2023-11-28,6,,5m,3.2201,3.5647,0.3446
2023-11-28,7,,0m,3.1366,3.8,0.6634
2023-11-28,7,,5m,3.2112,3.4852,0.274
2023-11-28,8,,0m,3.1033,3.3785,0.2752
2023-11-28,8,,5m,3.1061,3.1397,0.0335999999999999
2023-11-28,9,,0m,3.0453,3.2637,0.2184
2023-11-28,9,,5m,3.0817,3.1734,0.0916999999999999
2023-11-28,10,,0m,3.4289,3.6674,0.2385
2023-11-28,10,,5m,2.967,3.0191,0.0520999999999998
2023-11-28,11,,0m,2.8402,3.045,0.2048
2023-11-28,11,,5m,2.8821,2.9728,0.0907
2023-11-28,12,,0m,3.0818,3.3826,0.3008
2023-11-28,12,,5m,3.0429,3.1473,0.1044
