Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1699398258,10,1,1,0,0,613.159118,18009,26040,33167,38549,65535,65535,40474,41833,46651,56594,65535,65535
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1699398558,10,1,1,0,0,589.468688,17715,25927,33090,38316,65535,65535,40127,41048,46249,55369,65535,65535
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1699398858,10,1,1,0,0,600.279113,17789,26183,33500,38748,65535,65535,40587,41471,46731,56887,65535,65535
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1699399158,10,1,1,0,0,509.647064,15343,22440,28485,32710,65535,65535,33924,34512,38695,46656,65535,65535
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1699399458,10,1,1,0,0,484.393981,14588,21331,27199,31369,65535,65535,32701,33374,37491,45835,65535,65535
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1699399758,10,1,1,0,0,458.945709,13636,19987,25383,29191,65535,65535,30195,30687,34508,42226,65535,65535
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1699400058,10,1,1,0,0,475.371917,13767,20286,25931,29937,65535,65535,31097,31755,36344,44419,65535,65535
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1699400358,10,1,1,0,0,483.176452,13576,19972,25759,30147,65535,65535,31763,32890,37963,47555,65535,65535
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1699400658,10,1,1,0,0,441.617950,12528,18401,23685,27637,65535,65535,28939,29904,34342,43682,65535,65535
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1699400958,10,1,1,0,0,443.506591,12294,18135,23386,27307,65535,65535,28417,29398,34241,43618,65535,65535
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1699401258,10,1,1,0,0,447.290588,12419,18416,23957,28111,65535,65535,29408,30608,36302,47003,65535,65535
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1699401558,10,1,1,0,0,405.515808,11115,16454,21372,25053,65535,65535,26073,27237,32476,42777,65535,65535
