Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1696810781,7,1,1,1,0,-1.000000,1334,2222,3116,3660,35350,5372,9157,11027,11263,3899,35354,5376
1696811402,7,1,1,1,0,-1.000000,999,1797,2504,2818,28325,3356,7823,9418,9599,2962,28328,3356
1696811703,7,1,1,1,0,128.076522,983,1782,2481,2789,28089,3176,7829,9424,9597,2907,28072,3178
1696812003,7,1,1,1,0,39.168003,345,579,815,867,10027,1186,2095,2263,2794,778,8587,1086
