Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1700319824,10,1,1,1,0,5.075664,149,213,263,289,2242,1172,275,296,423,728,2244,1174
1700320124,10,1,1,1,0,11.238721,334,479,599,658,4857,2526,621,657,923,1578,4864,2530
1700320425,10,1,1,1,0,24.387706,775,1080,1316,1450,11373,7000,1375,1489,2030,3451,11386,7014
1700320726,10,1,1,1,0,-1.000000,1465,2017,2436,2715,21875,14364,2638,2923,3961,6698,21897,14377
1700321027,10,1,1,1,0,75.962188,2070,2923,3656,4170,29996,16997,4121,4455,5995,9621,30003,16992
1700321328,10,1,1,1,0,106.252395,2813,4013,5177,5955,39328,19298,5917,6248,8176,12503,39347,19306
1700321629,10,1,1,0,0,144.086090,3781,5523,7245,8466,52947,23535,8501,8824,11411,16794,52966,23553
1700321930,10,1,1,0,0,176.106933,4597,6863,9167,10681,58270,21840,10719,10857,13720,19054,58276,21847
1700322231,10,1,1,0,0,208.537231,5422,8169,10948,12671,64834,22134,12638,12573,15329,20440,64871,22134
1700322532,10,1,1,0,0,244.799987,6539,9887,13295,15388,65535,24819,15371,15199,18214,23580,65535,24821
1700322833,10,1,1,0,0,288.426666,7630,11579,15572,17966,65535,26825,17932,17610,20701,26112,65535,26838
1700323134,10,1,1,0,0,323.101776,8690,13240,17782,20423,65535,28421,20363,19876,23033,28373,65535,28412
