Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1688284829,10,0,1,1,0,201.070770,2449,6077,8244,15308,65535,4942,24041,34027,42766,25765,65535,4946
1688285129,10,0,1,1,0,199.758941,2401,5999,8128,15128,65535,4896,23754,33574,42195,25272,65535,4902
1688285429,10,0,1,1,0,201.070770,2423,6032,8172,15217,65535,4914,23890,33752,42456,25546,65535,4918
1688285729,10,0,1,1,0,203.682067,2369,5916,8012,14953,65535,4842,23468,33135,41689,24972,65535,4846
1688286029,10,0,1,1,0,197.164657,2371,5916,8017,14946,65535,4842,23463,33137,41708,24982,65535,4848
1688286329,10,0,1,1,0,199.758941,2377,5937,8042,15017,65535,4850,23533,33211,41823,25044,65535,4856
1688286629,10,0,1,1,0,199.758941,2365,5906,8006,14944,65535,4832,23436,33071,41657,24930,65535,4840
1688286929,10,0,1,1,0,199.758941,2357,5885,7973,14904,65535,4820,23340,32949,41486,24848,65535,4822
1688287229,10,0,1,1,0,197.164657,2348,5862,7945,14831,65535,4806,23247,32845,41351,24743,65535,4812
1688287529,10,0,1,1,0,197.164657,2367,5905,8008,14930,65535,4836,23409,33073,41629,24909,65535,4842
1688287829,10,0,1,1,0,197.164657,2369,5912,8018,14949,65535,4844,23434,33119,41690,24962,65535,4848
1688288129,10,0,1,1,0,197.164657,2365,5905,8007,14914,65535,4840,23385,33061,41624,24915,65535,4840
