Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1688054424,7,0,1,0,0,2913.892822,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1688054724,7,0,1,0,0,2467.224365,64492,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1688055024,7,0,1,0,0,2113.929199,60889,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1688055324,7,0,1,0,0,1427.337524,39479,51155,61486,65535,65535,65535,65535,65535,65535,65535,65535,65535
1688055624,7,0,1,0,0,1724.892089,49840,62723,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1688055924,7,0,1,0,0,1441.130859,43132,53740,62226,65535,65535,65535,65535,65535,65535,65535,65535,65535
1688056224,7,0,1,0,0,1549.074096,52343,63477,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1688056524,7,0,1,0,0,1450.029663,50066,60466,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1688056824,7,0,1,0,0,2050.436767,63019,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1688057124,7,0,1,0,0,2560.085449,62331,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1688057424,7,0,1,0,0,2733.036376,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1688057724,7,0,1,0,0,2239.223144,60049,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
