Timestamp,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1686722400,1,1,1,0,298.995361,1689,1300,1867,4017,65535,4952,27010,50265,41313,14654,65535,4958
1686722405,1,1,1,0,298.995361,1687,1300,1867,4017,65535,4952,26973,50249,41284,14644,65535,4956
1686722410,1,1,1,0,298.995361,1688,1300,1865,4015,65535,4950,26998,50281,41307,14639,65535,4956
1686722415,1,1,1,0,298.995361,1689,1300,1866,4014,65535,4950,26974,50264,41290,14647,65535,4954
1686722420,1,1,1,0,298.995361,1687,1300,1866,4013,65535,4950,26984,50276,41310,14651,65535,4958
1686722425,1,1,1,0,298.995361,1689,1301,1867,4016,65535,4954,27012,50299,41326,14655,65535,4958
1686722430,1,1,1,0,298.995361,1689,1301,1866,4017,65535,4950,26987,50274,41302,14647,65535,4954
1686722435,1,1,1,0,298.995361,1688,1300,1865,4014,65535,4952,26988,50248,41308,14642,65535,4958
1686722440,1,1,1,0,298.995361,1687,1300,1866,4017,65535,4950,27002,50285,41326,14653,65535,4958
1686722445,1,1,1,0,298.995361,1689,1301,1867,4018,65535,4950,27015,50307,41338,14664,65535,4960
1686722450,1,1,1,0,298.995361,1689,1300,1867,4017,65535,4954,27011,50274,41336,14656,65535,4961
1686722455,1,1,1,0,298.995361,1687,1301,1866,4015,65535,4950,26970,50248,41286,14639,65535,4956
1686722460,1,1,1,0,298.995361,1688,1300,1866,4015,65535,4948,26997,50284,41318,14648,65535,4954
1686722465,1,1,1,0,298.995361,1688,1299,1866,4015,65535,4948,26989,50246,41299,14642,65535,4956
1686722470,1,1,1,0,298.995361,1689,1300,1867,4017,65535,4954,26982,50257,41310,14641,65535,4960
1686722475,1,1,1,0,298.995361,1688,1301,1866,4014,65535,4950,26995,50252,41312,14639,65535,4958
1686722480,1,1,1,0,298.995361,1689,1301,1866,4017,65535,4952,27008,50298,41345,14656,65535,4962
1686722485,1,1,1,0,298.995361,1688,1301,1867,4015,65535,4948,26989,50273,41289,14641,65535,4954
1686722490,1,1,1,0,298.995361,1687,1300,1867,4014,65535,4952,26995,50254,41288,14649,65535,4958
1686722495,1,1,1,0,298.995361,1689,1300,1865,4016,65535,4950,26994,50280,41303,14642,65535,4956
1686722500,1,1,1,0,298.995361,1688,1300,1867,4017,65535,4952,26981,50234,41271,14647,65535,4956
1686722505,1,1,1,0,298.995361,1687,1299,1866,4015,65535,4950,26990,50243,41286,14648,65535,4956
1686722510,1,1,1,0,298.995361,1689,1301,1866,4017,65535,4952,26994,50250,41300,14644,65535,4958
1686722515,1,1,1,0,298.995361,1688,1300,1867,4017,65535,4952,26993,50250,41312,14647,65535,4954
1686722520,1,1,1,0,298.995361,1687,1299,1865,4017,65535,4952,26999,50255,41310,14642,65535,4958
1686722525,1,1,1,0,298.995361,1688,1301,1865,4013,65535,4950,26997,50283,41317,14651,65535,4960
1686722530,1,1,1,0,298.995361,1687,1300,1866,4014,65535,4953,27002,50265,41324,14653,65535,4959
1686722535,1,1,1,0,298.995361,1687,1300,1866,4016,65535,4952,26988,50272,41302,14641,65535,4954
1686722540,1,1,1,0,298.995361,1689,1300,1867,4017,65535,4948,26998,50277,41316,14649,65535,4958
1686722545,1,1,1,0,298.995361,1687,1301,1867,4014,65535,4952,26994,50244,41282,14646,65535,4958
1686722550,1,1,1,0,298.995361,1687,1300,1866,4014,65535,4948,26987,50260,41307,14648,65535,4958
1686722555,1,1,1,0,298.995361,1688,1300,1866,4014,65535,4950,26983,50226,41285,14644,65535,4956
1686722560,1,1,1,0,298.995361,1686,1301,1866,4016,65535,4950,26976,50257,41292,14645,65535,4956
1686722565,1,1,1,0,298.995361,1687,1300,1867,4018,65535,4950,26996,50237,41313,14647,65535,4956
1686722570,1,1,1,0,298.995361,1688,1300,1867,4015,65535,4952,26984,50268,41318,14646,65535,4960
1686722575,1,1,1,0,298.995361,1688,1300,1865,4014,65535,4948,26996,50265,41286,14650,65535,4958
1686722580,1,1,1,0,298.995361,1688,1301,1866,4016,65535,4948,26990,50277,41311,14653,65535,4958
1686722585,1,1,1,0,298.995361,1689,1299,1866,4017,65535,4948,26993,50259,41312,14642,65535,4954
1686722590,1,1,1,0,298.995361,1688,1300,1866,4015,65535,4952,26990,50242,41286,14642,65535,4958
1686722595,1,1,1,0,298.995361,1689,1300,1867,4016,65535,4954,26974,50241,41274,14639,65535,4956
1686722600,1,1,1,0,298.995361,1688,1300,1865,4016,65535,4952,26991,50256,41298,14645,65535,4958
1686722605,1,1,1,0,298.995361,1689,1301,1866,4017,65535,4952,26987,50243,41301,14647,65535,4958
1686722610,1,1,1,0,298.995361,1687,1299,1865,4017,65535,4948,26982,50268,41294,14649,65535,4954
1686722615,1,1,1,0,298.995361,1688,1300,1865,4017,65535,4950,26991,50244,41307,14640,65535,4954
1686722620,1,1,1,0,298.995361,1687,1300,1866,4013,65535,4952,26985,50271,41314,14650,65535,4960
1686722625,1,1,1,0,298.995361,1689,1301,1868,4017,65535,4954,26998,50268,41326,14652,65535,4958
1686722630,1,1,1,0,298.995361,1689,1300,1866,4015,65535,4952,26988,50257,41293,14645,65535,4958
1686722635,1,1,1,0,298.995361,1689,1300,1867,4016,65535,4952,27004,50257,41317,14649,65535,4960
1686722640,1,1,1,0,298.995361,1688,1300,1865,4013,65535,4950,26981,50266,41300,14649,65535,4958
1686722645,1,1,1,0,298.995361,1688,1299,1867,4015,65535,4950,26977,50261,41297,14634,65535,4956
1686722650,1,1,1,0,298.995361,1688,1300,1866,4016,65535,4948,26986,50258,41280,14644,65535,4956
1686722655,1,1,1,0,298.995361,1688,1301,1865,4017,65535,4952,26985,50269,41296,14637,65535,4956
1686722660,1,1,1,0,298.995361,1688,1301,1866,4016,65535,4952,26991,50234,41292,14647,65535,4958
1686722665,1,1,1,0,298.995361,1688,1299,1867,4017,65535,4954,26999,50273,41311,14645,65535,4958
1686722670,1,1,1,0,298.995361,1687,1300,1866,4013,65535,4946,26999,50283,41313,14651,65535,4956
1686722675,1,1,1,0,298.995361,1688,1301,1867,4019,65535,4954,27002,50283,41314,14644,65535,4958
1686722680,1,1,1,0,298.995361,1688,1299,1866,4015,65535,4950,26992,50262,41307,14640,65535,4954
1686722685,1,1,1,0,298.995361,1690,1301,1866,4019,65535,4956,26989,50252,41322,14652,65535,4960
1686722690,1,1,1,0,298.995361,1688,1300,1867,4018,65535,4950,26994,50261,41306,14641,65535,4958
1686722695,1,1,1,0,298.995361,1688,1300,1866,4017,65535,4950,26993,50259,41311,14650,65535,4954
1686722700,1,1,1,0,298.995361,1688,1300,1866,4015,65535,4950,27014,50297,41341,14647,65535,4960
1686722705,1,1,1,0,298.995361,1688,1300,1866,4015,65535,4950,26981,50259,41318,14646,65535,4956
1686722710,1,1,1,0,298.995361,1687,1300,1865,4015,65535,4950,26990,50256,41303,14641,65535,4952
