Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1692691367,7,1,1,1,0,nan,0,0,0,0,9,0,2,6,4,0,9,0
1692691667,7,1,1,1,0,nan,0,0,0,0,9,0,2,6,4,0,9,0
1692691967,7,1,1,1,0,nan,0,0,0,0,9,0,2,6,4,0,9,0
1692692267,7,1,1,1,0,nan,0,0,0,0,9,0,3,6,4,0,9,0
1692692567,7,1,1,1,0,nan,0,0,0,0,9,0,3,6,4,0,9,0
1692692867,7,1,1,1,0,nan,0,0,0,0,10,0,2,6,4,0,9,0
1692693167,7,1,1,1,0,nan,0,0,0,0,9,0,3,6,4,0,9,0
1692693467,7,1,1,1,0,nan,0,0,0,0,9,0,2,6,4,0,9,0
1692693767,7,1,1,1,0,nan,0,0,0,0,9,0,3,6,4,0,9,0
1692694067,7,1,1,1,0,nan,0,0,0,0,9,0,3,6,4,0,9,0
1692694367,7,1,1,1,0,nan,0,0,0,0,9,0,3,6,4,0,9,0
1692694667,7,1,1,1,0,nan,0,0,0,0,9,0,2,6,4,0,9,0
