Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1700640204,7,1,1,0,0,nan,15,27,34,33,142,44,26,23,33,51,143,44
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1700640505,7,1,1,0,0,nan,34,61,77,75,326,114,60,52,75,114,327,112
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1700640806,7,1,1,0,0,4.080000,93,161,207,208,975,390,173,157,231,357,976,390
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1700641107,7,1,1,0,0,2.040000,172,299,386,388,1790,712,327,296,428,645,1790,712
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1700641408,7,1,1,0,0,5.440000,236,409,525,530,2346,890,451,406,568,819,2343,892
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1700641709,7,1,1,0,0,10.880000,447,762,992,1013,4196,1550,891,817,1124,1578,4205,1552
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1700642010,7,1,1,0,0,18.174545,717,1215,1582,1650,7010,2488,1495,1389,1893,2576,7016,2490
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1700642311,7,1,1,0,0,30.854999,997,1700,2237,2384,9976,3436,2206,2055,2741,3622,9981,3434
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1700642612,7,1,1,0,0,32.639999,1219,2098,2765,2956,11996,3728,2736,2513,3249,4105,11999,3730
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1700642913,7,1,1,0,0,59.975997,2010,3462,4587,4902,18836,5611,4589,4194,5305,6511,18860,5620
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1700643214,7,1,1,0,0,76.159996,2687,4590,6087,6593,25597,8360,6287,5801,7320,8940,25619,8369
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1700643515,7,1,1,0,0,96.254692,3348,5729,7553,8081,30046,9048,7666,6945,8516,10030,30054,9046
