Timestamp,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1685404800,0,1,0,0,3355,31316,43952,52113,55782,65535,65535,53524,51191,54208,53915,65535,65535
1685404806,0,1,0,0,3355,31310,43948,52098,55767,65535,65535,53514,51189,54194,53885,65535,65535
1685404812,0,1,0,0,3354,31314,43962,52086,55771,65535,65535,53591,51253,54244,53973,65535,65535
1685404818,0,1,0,0,3353,31330,43973,52149,55800,65535,65535,53520,51172,54213,53886,65535,65535
1685404824,0,1,0,0,3355,31344,44003,52163,55833,65535,65535,53567,51225,54278,53919,65535,65535
1685404830,0,1,0,0,3355,31318,43951,52143,55800,65535,65535,53558,51200,54262,53932,65535,65535
1685404836,0,1,0,0,3355,31323,43983,52160,55830,65535,65535,53607,51268,54297,53997,65535,65535
1685404842,0,1,0,0,3355,31335,44002,52193,55851,65535,65535,53623,51286,54326,54063,65535,65535
1685404848,0,1,0,0,3355,31296,43929,52147,55780,65535,65535,53624,51301,54308,54064,65535,65535
1685404854,0,1,0,0,3355,31300,43960,52151,55819,65535,65535,53585,51254,54288,54058,65535,65535
1685404860,0,1,0,0,3355,31298,43950,52144,55804,65535,65535,53558,51220,54257,53997,65535,65535
1685404866,0,1,0,0,3401,31277,43929,52099,55754,65535,65535,53537,51225,54245,53960,65535,65535
1685404872,0,1,0,0,3400,31275,43930,52125,55753,65535,65535,53553,51250,54255,54013,65535,65535
1685404878,0,1,0,0,3400,31264,43905,52067,55761,65535,65535,53536,51212,54266,54001,65535,65535
1685404884,0,1,0,0,3401,31252,43906,52062,55752,65535,65535,53532,51226,54271,54022,65535,65535
1685404890,0,1,0,0,3355,31275,43923,52131,55812,65535,65535,53596,51287,54311,54082,65535,65535
1685404896,0,1,0,0,3400,31273,43927,52102,55787,65535,65535,53588,51266,54297,54094,65535,65535
1685404902,0,1,0,0,3400,31281,43961,52155,55811,65535,65535,53574,51237,54319,54056,65535,65535
1685404908,0,1,0,0,3355,31249,43880,52062,55735,65535,65535,53529,51184,54261,53990,65535,65535
1685404914,0,1,0,0,3355,31248,43913,52069,55765,65535,65535,53516,51197,54258,54007,65535,65535
1685404920,0,1,0,0,3355,31237,43882,52057,55721,65535,65535,53506,51189,54226,53997,65535,65535
1685404926,0,1,0,0,3354,31249,43903,52071,55739,65535,65535,53514,51180,54218,53966,65535,65535
1685404932,0,1,0,0,3354,31243,43886,52049,55739,65535,65535,53477,51159,54188,53923,65535,65535
1685404938,0,1,0,0,3354,31196,43833,51990,55645,65535,65535,53426,51106,54160,53904,65535,65535
1685404944,0,1,0,0,3354,31212,43844,52009,55698,65535,65535,53460,51127,54163,53906,65535,65535
1685404950,0,1,0,0,3354,31234,43870,52041,55737,65535,65535,53497,51177,54213,53984,65535,65535
1685404956,0,1,0,0,3354,31269,43932,52122,55824,65535,65535,53613,51291,54355,54136,65535,65535
1685404962,0,1,0,0,3354,31279,43955,52171,55851,65535,65535,53617,51280,54358,54167,65535,65535
1685404968,0,1,0,0,3354,31220,43870,52053,55730,65535,65535,53512,51211,54303,54048,65535,65535
1685404974,0,1,0,0,3354,31251,43927,52116,55798,65535,65535,53603,51306,54384,54161,65535,65535
1685404980,0,1,0,0,3354,31246,43910,52100,55793,65535,65535,53593,51307,54410,54167,65535,65535
1685404986,0,1,0,0,3355,31227,43878,52083,55779,65535,65535,53626,51321,54411,54205,65535,65535
