Timestamp,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1686898804,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686898810,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686898816,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686898822,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686898828,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686898834,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686898840,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686898846,0,1,0,0,0.009533,0,0,0,0,0,0,0,0,0,0,0,0
1686898852,0,1,0,0,0.007150,0,0,0,0,0,0,0,0,0,0,0,0
1686898858,0,1,0,0,0.007150,0,0,0,0,0,0,0,0,0,0,0,0
1686898864,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686898870,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686898876,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686898882,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686898888,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686898894,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686898900,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686898906,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686898912,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686898918,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686898924,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686898930,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686898936,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686898942,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686898948,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686898954,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686898960,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686898966,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686898972,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686898978,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686898984,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686898990,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686898996,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899002,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899008,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899014,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899020,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899026,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899032,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899038,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899044,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899050,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899056,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899062,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899068,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899074,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899080,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899086,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899092,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899098,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899104,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899110,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899116,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899122,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899128,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899134,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899140,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899146,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899152,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899158,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899164,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899170,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899176,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899182,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899188,0,1,0,0,0.009533,0,0,0,0,0,0,0,0,0,0,0,0
1686899194,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899200,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899206,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899212,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899218,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899224,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899230,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899236,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899242,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899248,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899254,0,1,0,0,0.009533,0,0,0,0,0,0,0,0,0,0,0,0
1686899260,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899266,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899272,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899278,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899284,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899290,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899296,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899302,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899308,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899314,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899320,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899326,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899332,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899338,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899344,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899350,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899356,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899362,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899368,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899374,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899380,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899386,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899392,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899398,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899404,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899410,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899416,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899422,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899428,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899434,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899440,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899446,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899452,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899458,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899464,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899470,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899476,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899482,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899488,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899494,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899500,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899506,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899512,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899518,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899524,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899530,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899536,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899542,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899548,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899554,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899560,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899566,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899572,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899578,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899584,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899590,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899596,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899602,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899608,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899614,0,1,0,0,0.007944,0,0,0,0,0,0,0,0,0,0,0,0
1686899620,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899626,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
1686899632,0,1,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0,0
