Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1701482601,7,1,1,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1701482902,7,1,1,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1701483203,7,1,1,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1701483504,7,1,1,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1701483805,7,1,1,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1701484106,7,1,1,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1701484407,7,1,1,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1701484708,7,1,1,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1701485009,7,1,1,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1701485310,7,1,1,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1701485611,7,1,1,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1701485912,7,1,1,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
