Timestamp,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1685660400,0,1,0,0,10052,48019,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1685660406,0,1,0,0,10051,48027,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1685660412,0,1,0,0,10051,47974,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1685660418,0,1,0,0,10050,47969,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1685660424,0,1,0,0,10050,47921,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1685660430,0,1,0,0,10045,47939,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1685660436,0,1,0,0,10045,47899,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1685660442,0,1,0,0,10044,47863,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1685660448,0,1,0,0,10044,47873,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1685660454,0,1,0,0,10043,47823,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1685660460,0,1,0,0,10042,47824,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1685660466,0,1,0,0,10041,47824,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1685660472,0,1,0,0,10040,47704,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1685660478,0,1,0,0,10040,47773,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1685660484,0,1,0,0,10035,47742,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1685660490,0,1,0,0,10034,47702,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1685660496,0,1,0,0,10033,47664,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
