Timestamp,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1687183200,1,1,0,0,0.320016,5,6,9,13,154,112,17,17,20,25,154,112
1687183206,1,1,0,0,0.318283,4,6,9,13,154,112,16,17,20,25,154,112
1687183212,1,1,0,0,0.318283,4,6,9,13,154,112,16,17,20,24,155,112
1687183218,1,1,0,0,0.318283,4,6,10,13,155,112,17,17,20,24,154,112
1687183224,1,1,0,0,0.317813,4,7,10,13,154,112,16,17,21,24,155,112
1687183230,1,1,0,0,0.318283,4,5,10,14,154,112,16,17,21,24,154,112
1687183236,1,1,0,0,0.317813,5,6,10,13,154,112,16,17,20,24,154,112
1687183242,1,1,0,0,0.317025,4,5,9,13,154,112,16,17,20,24,154,112
1687183248,1,1,0,0,0.316556,4,6,9,13,154,112,17,17,20,24,155,112
1687183254,1,1,0,0,0.316556,4,5,9,13,154,112,16,17,21,24,154,112
1687183260,1,1,0,0,0.317025,4,5,10,13,153,112,16,17,20,24,154,112
1687183266,1,1,0,0,0.315768,4,6,9,13,154,112,16,17,20,24,154,112
1687183272,1,1,0,0,0.314044,4,5,9,13,154,112,16,17,20,24,154,112
1687183278,1,1,0,0,0.315768,4,6,9,13,153,112,16,17,20,24,154,112
1687183284,1,1,0,0,0.314511,4,6,9,13,154,112,16,17,20,24,153,112
1687183290,1,1,0,0,0.314511,4,6,9,13,154,112,16,17,20,24,153,112
1687183296,1,1,0,0,0.314044,4,5,9,13,154,112,16,17,21,24,154,112
1687183302,1,1,0,0,0.315768,5,5,9,13,153,112,16,17,20,24,153,112
1687183308,1,1,0,0,0.312790,4,5,9,13,153,112,16,17,20,24,153,114
1687183314,1,1,0,0,0.314044,4,6,9,13,153,114,16,16,20,24,154,114
1687183320,1,1,0,0,0.314044,4,5,9,13,154,112,16,17,20,24,154,114
1687183326,1,1,0,0,0.311537,4,5,9,13,153,112,16,16,20,24,154,114
1687183332,1,1,0,0,0.312001,5,5,9,13,153,112,16,17,20,23,152,112
1687183338,1,1,0,0,0.312001,4,5,9,13,153,112,16,16,20,24,153,114
1687183344,1,1,0,0,0.310747,4,6,9,13,153,112,16,17,21,24,153,114
1687183350,1,1,0,0,0.313255,4,5,9,13,153,112,16,17,20,24,153,112
1687183356,1,1,0,0,0.310284,4,5,9,13,153,114,16,17,20,24,153,112
1687183362,1,1,0,0,0.312001,4,5,9,13,153,114,16,16,20,24,152,112
1687183368,1,1,0,0,0.310284,4,5,8,13,152,112,16,16,20,23,152,112
1687183374,1,1,0,0,0.309033,4,6,9,13,152,114,16,17,20,24,152,114
1687183380,1,1,0,0,0.310284,4,5,9,13,153,114,16,16,20,23,153,114
1687183386,1,1,0,0,0.309823,4,5,9,13,153,114,16,16,20,24,153,114
1687183392,1,1,0,0,0.309362,4,6,9,12,153,114,16,17,20,24,153,114
1687183398,1,1,0,0,0.310612,4,5,9,12,153,114,16,17,20,24,154,114
1687183404,1,1,0,0,0.309362,4,5,9,13,153,114,16,17,21,24,153,114
1687183410,1,1,0,0,0.308903,4,5,9,12,153,114,16,16,20,24,154,116
