Timestamp,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1685610000,0,1,1,0,1321,3128,7673,10823,20079,65535,6582,31682,43908,56542,33382,65535,6588
1685610006,0,1,1,0,1320,3126,7673,10816,20080,65535,6582,31680,43899,56546,33374,65535,6588
1685610012,0,1,1,0,1320,3125,7673,10810,20070,65535,6580,31682,43893,56531,33359,65535,6588
1685610018,0,1,1,0,1320,3125,7676,10817,20084,65535,6578,31668,43892,56536,33362,65535,6586
1685610024,0,1,1,0,1320,3127,7678,10820,20092,65535,6586,31677,43906,56550,33402,65535,6586
1685610030,0,1,1,0,1320,3128,7676,10824,20076,65535,6586,31675,43909,56543,33374,65535,6592
1685610036,0,1,1,0,1320,3129,7677,10822,20088,65535,6582,31676,43904,56539,33382,65535,6590
1685610042,0,1,1,0,1320,3126,7668,10813,20069,65535,6580,31677,43889,56517,33376,65535,6586
1685610048,0,1,1,0,1320,3127,7673,10812,20087,65535,6578,31675,43860,56514,33355,65535,6590
1685610054,0,1,1,0,1320,3126,7669,10809,20067,65535,6580,31676,43873,56545,33374,65535,6584
1685610060,0,1,1,0,1320,3123,7668,10806,20075,65535,6576,31668,43860,56505,33345,65535,6584
1685610066,0,1,1,0,1320,3121,7665,10807,20069,65535,6578,31642,43841,56508,33350,65535,6586
1685610072,0,1,1,0,1320,3122,7665,10802,20056,65535,6574,31636,43842,56479,33350,65535,6579
1685610078,0,1,1,0,1320,3124,7663,10798,20067,65535,6574,31627,43825,56462,33333,65535,6578
1685610084,0,1,1,0,1320,3120,7658,10796,20058,65535,6572,31626,43801,56455,33328,65535,6578
1685610090,0,1,1,0,1320,3119,7661,10793,20061,65535,6570,31621,43805,56470,33301,65535,6578
1685610096,0,1,1,0,1320,3120,7659,10786,20055,65535,6568,31617,43797,56465,33321,65535,6582
1685610102,0,1,1,0,1320,3120,7660,10794,20056,65535,6570,31617,43798,56415,33318,65535,6576
1685610108,0,1,1,0,1320,3120,7659,10793,20054,65535,6570,31629,43820,56457,33334,65535,6580
1685610114,0,1,1,0,1320,3121,7657,10792,20041,65535,6568,31621,43808,56445,33323,65535,6576
1685610120,0,1,1,0,1320,3120,7656,10783,20038,65535,6568,31605,43798,56393,33304,65535,6578
1685610126,0,1,1,0,1320,3120,7658,10789,20058,65535,6570,31619,43794,56425,33317,65535,6576
1685610132,0,1,1,0,1320,3118,7658,10788,20049,65535,6566,31613,43800,56419,33297,65535,6574
1685610138,0,1,1,0,1320,3118,7655,10786,20040,65535,6566,31603,43789,56402,33284,65535,6576
