Timestamp,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1685422800,0,1,0,0,0,5,7,13,18,122,8,53,55,65,18,122,8
1685422806,0,1,0,0,0,5,7,12,18,122,8,53,54,65,17,122,8
1685422812,0,1,0,0,0,4,7,13,18,122,8,53,54,65,17,122,10
1685422818,0,1,0,0,0,4,7,12,18,122,8,53,54,64,18,122,8
1685422824,0,1,0,0,0,4,7,12,18,122,8,52,54,65,17,122,8
1685422830,0,1,0,0,0,4,7,12,18,121,8,53,54,65,17,122,8
1685422836,0,1,0,0,0,4,7,12,18,122,8,52,54,65,17,121,8
1685422842,0,1,0,0,0,4,7,12,18,122,8,52,54,65,17,122,8
1685422848,0,1,0,0,0,4,7,12,18,121,8,52,54,65,17,121,8
1685422854,0,1,0,0,0,4,7,12,18,121,8,53,54,64,17,121,8
1685422860,0,1,0,0,0,4,7,12,17,121,8,53,54,65,17,121,8
1685422866,0,1,0,0,0,4,7,12,18,121,8,53,54,64,17,121,8
1685422872,0,1,0,0,0,4,7,12,17,121,8,52,54,65,17,121,8
1685422878,0,1,0,0,0,4,7,12,18,121,8,52,54,65,17,121,8
1685422884,0,1,0,0,0,4,7,12,18,121,8,52,54,65,17,121,8
1685422890,0,1,0,0,0,4,7,12,17,121,8,53,54,65,17,121,8
1685422896,0,1,0,0,0,4,7,12,17,121,8,53,54,65,17,121,8
1685422902,0,1,0,0,0,4,7,11,17,121,8,52,54,65,17,120,8
1685422908,0,1,0,0,0,5,7,12,18,120,8,52,54,65,17,120,8
1685422914,0,1,0,0,0,4,7,12,17,120,8,53,54,64,17,120,8
1685422920,0,1,0,0,0,4,7,12,17,120,8,52,54,64,16,120,8
1685422926,0,1,0,0,0,4,7,12,17,119,8,52,54,65,17,120,8
1685422932,0,1,0,0,0,4,7,12,17,120,8,52,54,65,16,120,8
1685422938,0,1,0,0,0,4,7,12,17,120,8,52,54,64,17,120,8
1685422944,0,1,0,0,0,4,7,12,17,120,8,52,54,64,16,119,8
1685422950,0,1,0,0,0,4,7,11,17,119,8,52,54,64,17,119,8
1685422956,0,1,0,0,0,4,6,11,17,119,8,52,54,64,16,119,8
1685422962,0,1,0,0,0,4,7,11,17,119,8,52,54,64,17,119,8
1685422968,0,1,0,0,0,4,7,12,17,119,8,52,54,64,16,119,8
1685422974,0,1,0,0,0,4,7,12,17,119,8,52,54,64,17,119,8
1685422980,0,1,0,0,0,4,7,12,17,119,8,52,54,64,16,119,8
1685422986,0,1,0,0,0,4,7,12,17,119,8,52,54,64,16,119,8
1685422992,0,1,0,0,0,4,7,11,17,119,8,52,54,65,16,119,8
1685422998,0,1,0,0,0,4,7,11,17,119,8,52,54,64,16,119,8
1685423004,0,1,0,0,0,4,7,11,17,119,8,52,53,64,16,118,8
1685423010,0,1,0,0,0,4,7,11,17,118,8,52,54,64,16,119,8
1685423016,0,1,0,0,0,4,7,11,17,119,8,52,53,64,16,118,8
1685423022,0,1,0,0,0,4,7,11,17,118,8,52,54,64,16,118,8
1685423028,0,1,0,0,0,4,6,11,17,119,8,52,54,64,16,118,8
1685423034,0,1,0,0,0,4,6,11,17,118,8,52,54,64,16,118,8
1685423040,0,1,0,0,0,4,6,11,17,118,8,52,54,64,16,118,8
1685423046,0,1,0,0,0,4,6,11,17,118,8,52,53,64,16,118,8
1685423052,0,1,0,0,0,4,6,11,17,118,8,52,54,64,16,118,6
1685423058,0,1,0,0,0,4,7,11,17,118,8,52,54,64,16,118,8
1685423064,0,1,0,0,0,4,6,11,17,118,8,52,54,64,16,118,8
1685423070,0,1,0,0,0,4,6,11,17,118,8,52,54,64,16,118,6
1685423076,0,1,0,0,0,3,7,11,17,118,8,52,54,64,16,117,8
1685423082,0,1,0,0,0,4,6,11,17,118,8,52,53,64,16,118,8
1685423088,0,1,0,0,0,4,6,11,16,117,6,52,53,64,16,117,8
1685423094,0,1,0,0,0,4,7,11,17,118,8,52,54,64,16,118,6
1685423100,0,1,0,0,0,4,6,11,17,117,8,52,54,64,16,117,6
1685423106,0,1,0,0,0,4,6,11,17,118,6,52,53,64,16,117,8
1685423112,0,1,0,0,0,4,6,11,17,117,6,52,53,64,16,117,6
1685423118,0,1,0,0,0,4,6,11,16,118,8,52,54,64,16,117,6
1685423124,0,1,0,0,0,4,6,11,17,118,6,52,54,64,16,117,8
1685423130,0,1,0,0,0,4,6,11,17,118,8,52,53,64,16,117,8
1685423136,0,1,0,0,0,3,6,11,16,117,8,52,53,64,16,117,8
1685423142,0,1,0,0,0,4,6,11,16,117,8,52,54,64,15,117,8
1685423148,0,1,0,0,0,4,6,11,16,117,6,52,54,64,16,117,6
1685423154,0,1,0,0,0,3,6,11,16,117,6,52,54,64,15,117,8
1685423160,0,1,0,0,0,4,6,11,17,117,8,52,54,64,16,117,6
1685423166,0,1,0,0,0,4,6,11,16,117,6,52,54,64,16,117,6
1685423172,0,1,0,0,0,4,6,11,16,117,6,51,53,64,16,117,6
1685423178,0,1,0,0,0,4,6,11,16,117,6,52,53,64,15,117,6
1685423184,0,1,0,0,0,4,6,11,16,116,6,52,54,64,16,117,6
1685423190,0,1,0,0,0,4,6,11,16,117,8,52,54,64,16,117,6
1685423196,0,1,0,0,0,3,6,11,17,117,6,52,53,64,16,117,8
1685423202,0,1,0,0,0,3,7,11,16,116,6,52,54,64,16,117,6
1685423208,0,1,0,0,0,4,6,11,16,117,6,51,54,64,15,116,8
1685423214,0,1,0,0,0,3,6,11,16,116,6,52,53,64,15,117,6
1685423220,0,1,0,0,0,4,6,11,17,116,6,52,54,64,16,116,6
1685423226,0,1,0,0,0,3,6,11,16,116,6,52,53,64,16,116,6
1685423232,0,1,0,0,0,4,6,11,16,116,6,52,54,64,16,116,6
1685423238,0,1,0,0,0,3,6,10,16,116,6,52,53,64,16,116,6
1685423244,0,1,0,0,0,3,6,11,16,116,6,52,54,64,16,116,6
1685423250,0,1,0,0,0,4,6,11,17,116,6,52,54,64,16,116,6
1685423256,0,1,0,0,0,3,6,11,17,116,6,51,53,64,15,116,8
1685423262,0,1,0,0,0,3,6,10,16,116,6,52,54,64,15,116,6
1685423268,0,1,0,0,0,4,6,11,16,116,6,52,54,64,16,116,6
1685423274,0,1,0,0,0,4,6,11,16,116,6,51,53,64,16,115,6
1685423280,0,1,0,0,0,3,6,11,16,116,6,52,54,64,16,115,6
1685423286,0,1,0,0,0,3,6,11,16,116,6,52,54,64,15,115,6
1685423292,0,1,0,0,0,3,6,10,16,115,6,52,53,64,15,115,6
1685423298,0,1,0,0,0,4,6,10,16,116,6,51,54,63,15,115,6
1685423304,0,1,0,0,0,3,6,10,16,116,6,52,53,64,15,116,6
1685423310,0,1,0,0,0,3,6,11,16,116,6,52,54,64,16,115,8
1685423316,0,1,0,0,0,3,6,11,16,115,6,52,53,64,15,115,6
1685423322,0,1,0,0,0,3,6,10,16,115,6,52,54,64,15,115,6
1685423328,0,1,0,0,0,3,6,10,16,115,6,51,53,63,15,115,6
1685423334,0,1,0,0,0,3,6,11,16,115,8,52,53,64,15,115,6
1685423340,0,1,0,0,0,3,6,11,16,115,6,52,53,63,16,115,6
1685423346,0,1,0,0,0,3,6,11,16,115,6,52,53,64,15,115,6
1685423352,0,1,0,0,0,4,6,11,16,115,6,52,53,64,15,115,6
