Timestamp,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1685602800,0,1,1,0,1324,3162,7760,10948,20217,65535,6640,31969,44359,57068,33667,65535,6650
1685602806,0,1,1,0,1324,3162,7761,10953,20212,65535,6644,31973,44352,57088,33667,65535,6650
1685602812,0,1,1,0,1324,3162,7759,10948,20222,65535,6640,31972,44356,57058,33667,65535,6650
1685602818,0,1,1,0,1324,3160,7760,10949,20211,65535,6642,31974,44355,57053,33666,65535,6650
1685602824,0,1,1,0,1324,3164,7760,10951,20216,65535,6642,31973,44361,57070,33666,65535,6650
1685602830,0,1,1,0,1324,3163,7761,10953,20211,65535,6644,31983,44369,57093,33668,65535,6650
1685602836,0,1,1,0,1324,3162,7761,10955,20214,65535,6642,31980,44363,57065,33667,65535,6650
1685602842,0,1,1,0,1324,3164,7762,10951,20215,65535,6642,31985,44372,57076,33667,65535,6650
1685602848,0,1,1,0,1324,3164,7762,10950,20216,65535,6644,31972,44353,57051,33667,65535,6648
1685602854,0,1,1,0,1324,3163,7765,10955,20222,65535,6642,31981,44345,57078,33667,65535,6650
1685602860,0,1,1,0,1325,3164,7764,10954,20222,65535,6644,31984,44383,57065,33667,65535,6650
1685602866,0,1,1,0,1325,3164,7763,10957,20226,65535,6644,31983,44372,57093,33667,65535,6652
1685602872,0,1,1,0,1325,3162,7763,10954,20217,65535,6644,31991,44370,57093,33667,65535,6650
1685602878,0,1,1,0,1324,3163,7762,10951,20213,65535,6644,31978,44377,57062,33668,65535,6654
1685602884,0,1,1,0,1324,3163,7762,10950,20223,65535,6642,31983,44373,57071,33667,65535,6648
1685602890,0,1,1,0,1324,3163,7762,10952,20228,65535,6642,31991,44379,57074,33667,65535,6652
1685602896,0,1,1,0,1324,3161,7761,10952,20222,65535,6640,31983,44368,57072,33667,65535,6654
1685602902,0,1,1,0,1324,3163,7762,10949,20224,65535,6648,31986,44363,57092,33667,65535,6650
1685602908,0,1,1,0,1324,3163,7762,10949,20214,65535,6644,31976,44362,57060,33668,65535,6650
1685602914,0,1,1,0,1324,3163,7762,10950,20223,65535,6642,31983,44373,57092,33667,65535,6650
1685602920,0,1,1,0,1324,3162,7764,10956,20224,65535,6642,31984,44377,57076,33667,65535,6652
1685602926,0,1,1,0,1324,3163,7762,10949,20221,65535,6642,31984,44368,57071,33667,65535,6650
1685602932,0,1,1,0,1324,3164,7763,10949,20214,65535,6642,31983,44351,57068,33667,65535,6648
1685602938,0,1,1,0,1324,3163,7759,10948,20226,65535,6642,31978,44356,57057,33667,65535,6648
1685602944,0,1,1,0,1324,3163,7760,10949,20225,65535,6642,31979,44369,57060,33667,65535,6650
1685602950,0,1,1,0,1324,3164,7765,10949,20221,65535,6644,31986,44362,57096,33667,65535,6652
1685602956,0,1,1,0,1324,3163,7758,10951,20222,65535,6642,31982,44369,57074,33668,65535,6650
1685602962,0,1,1,0,1324,3162,7759,10949,20226,65535,6638,31981,44365,57074,33667,65535,6648
1685602968,0,1,1,0,1324,3164,7765,10955,20224,65535,6642,31985,44375,57072,33667,65535,6652
1685602974,0,1,1,0,1324,3164,7765,10955,20227,65535,6646,31979,44368,57070,33666,65535,6650
1685602980,0,1,1,0,1325,3166,7767,10959,20225,65535,6644,31972,44376,57075,33668,65535,6652
1685602986,0,1,1,0,1325,3165,7765,10955,20219,65535,6644,31967,44368,57103,33667,65535,6652
1685602992,0,1,1,0,1325,3164,7769,10965,20224,65535,6646,31986,44392,57049,33668,65535,6656
1685602998,0,1,1,0,1325,3163,7769,10959,20232,65535,6646,31990,44384,57088,33668,65535,6654
1685603004,0,1,1,0,1325,3164,7766,10957,20228,65535,6648,31983,44388,57075,33667,65535,6652
1685603010,0,1,1,0,1325,3166,7767,10963,20232,65535,6648,31989,44394,57080,33666,65535,6652
1685603016,0,1,1,0,1325,3166,7768,10958,20221,65535,6646,31994,44396,57088,33667,65535,6660
1685603022,0,1,1,0,1325,3165,7768,10968,20235,65535,6648,31994,44388,57097,33670,65535,6656
1685603028,0,1,1,0,1325,3163,7768,10965,20227,65535,6644,31979,44386,57094,33668,65535,6656
1685603034,0,1,1,0,1325,3165,7767,10964,20233,65535,6649,31999,44401,57117,33672,65535,6658
1685603040,0,1,1,0,1325,3166,7771,10958,20235,65535,6646,31993,44374,57108,33669,65535,6656
1685603046,0,1,1,0,1325,3166,7764,10959,20234,65535,6646,31997,44377,57121,33667,65535,6654
1685603052,0,1,1,0,1325,3165,7768,10966,20224,65535,6650,31975,44387,57087,33671,65535,6653
1685603058,0,1,1,0,1325,3165,7767,10953,20232,65535,6646,31974,44390,57096,33667,65535,6654
1685603064,0,1,1,0,1325,3166,7764,10961,20235,65535,6644,31988,44365,57093,33668,65535,6660
1685603070,0,1,1,0,1325,3162,7762,10954,20225,65535,6644,31984,44359,57073,33668,65535,6652
1685603076,0,1,1,0,1325,3164,7765,10954,20227,65535,6644,31981,44383,57097,33667,65535,6650
1685603082,0,1,1,0,1325,3165,7765,10955,20229,65535,6648,31985,44376,57071,33669,65535,6656
1685603088,0,1,1,0,1324,3164,7766,10959,20223,65535,6644,31975,44370,57067,33667,65535,6650
1685603094,0,1,1,0,1324,3162,7766,10952,20215,65535,6642,31979,44364,57097,33667,65535,6650
1685603100,0,1,1,0,1324,3163,7759,10954,20222,65535,6641,31956,44346,57096,33666,65535,6652
1685603106,0,1,1,0,1324,3162,7762,10954,20224,65535,6642,31971,44379,57072,33667,65535,6652
1685603112,0,1,1,0,1324,3165,7764,10958,20229,65535,6646,31981,44376,57078,33668,65535,6654
1685603118,0,1,1,0,1324,3163,7759,10952,20212,65535,6644,31978,44354,57068,33667,65535,6650
1685603124,0,1,1,0,1324,3163,7764,10953,20224,65535,6646,31973,44368,57069,33668,65535,6654
1685603130,0,1,1,0,1324,3163,7764,10952,20227,65535,6648,31977,44356,57068,33666,65535,6648
1685603136,0,1,1,0,1324,3163,7764,10952,20218,65535,6644,31979,44371,57086,33668,65535,6654
1685603142,0,1,1,0,1324,3164,7762,10950,20223,65535,6642,31976,44371,57065,33667,65535,6652
1685603148,0,1,1,0,1324,3163,7759,10953,20225,65535,6640,31978,44350,57072,33667,65535,6650
1685603154,0,1,1,0,1324,3160,7758,10947,20211,65535,6642,31970,44346,57058,33666,65535,6646
1685603160,0,1,1,0,1324,3162,7760,10947,20218,65535,6642,31952,44338,57057,33666,65535,6648
1685603166,0,1,1,0,1324,3160,7756,10939,20212,65535,6638,31959,44332,57019,33666,65535,6646
1685603172,0,1,1,0,1324,3161,7759,10949,20215,65535,6637,31960,44341,57038,33666,65535,6646
1685603178,0,1,1,0,1324,3158,7753,10943,20214,65535,6642,31960,44315,57038,33666,65535,6648
1685603184,0,1,1,0,1324,3158,7754,10933,20213,65535,6636,31965,44333,57039,33667,65535,6644
1685603190,0,1,1,0,1324,3159,7755,10942,20217,65535,6636,31944,44336,57030,33667,65535,6644
1685603196,0,1,1,0,1324,3161,7755,10939,20213,65535,6638,31952,44336,57038,33667,65535,6644
1685603202,0,1,1,0,1324,3159,7755,10938,20211,65535,6638,31954,44324,57030,33666,65535,6644
1685603208,0,1,1,0,1324,3159,7755,10940,20211,65535,6636,31952,44333,57026,33665,65535,6644
1685603214,0,1,1,0,1324,3158,7752,10933,20208,65535,6634,31950,44324,57013,33665,65535,6644
1685603220,0,1,1,0,1324,3159,7756,10938,20211,65535,6634,31932,44327,57023,33667,65535,6642
1685603226,0,1,1,0,1324,3157,7751,10930,20202,65535,6632,31935,44283,57003,33662,65535,6640
1685603232,0,1,1,0,1324,3157,7749,10937,20204,65535,6630,31942,44300,57008,33662,65535,6640
1685603238,0,1,1,0,1324,3158,7754,10931,20209,65535,6634,31946,44308,57016,33667,65535,6642
1685603244,0,1,1,0,1324,3159,7752,10937,20207,65535,6634,31944,44315,57018,33663,65535,6642
1685603250,0,1,1,0,1324,3157,7752,10936,20205,65535,6634,31926,44295,56981,33664,65535,6642
1685603256,0,1,1,0,1324,3159,7750,10934,20209,65535,6632,31948,44314,57004,33666,65535,6644
1685603262,0,1,1,0,1324,3159,7752,10935,20207,65535,6634,31937,44313,57049,33667,65535,6644
1685603268,0,1,1,0,1324,3160,7751,10931,20209,65535,6632,31947,44282,57028,33666,65535,6642
1685603274,0,1,1,0,1324,3159,7750,10932,20205,65535,6632,31940,44297,56996,33659,65535,6640
1685603280,0,1,1,0,1324,3157,7748,10926,20201,65535,6630,31926,44283,57015,33662,65535,6638
1685603286,0,1,1,0,1324,3157,7747,10926,20202,65535,6628,31924,44279,56979,33663,65535,6634
1685603292,0,1,1,0,1324,3155,7748,10928,20203,65535,6632,31940,44280,56971,33665,65535,6636
1685603298,0,1,1,0,1324,3157,7743,10927,20198,65535,6629,31925,44279,56974,33657,65535,6638
1685603304,0,1,1,0,1324,3157,7745,10926,20202,65535,6628,31932,44288,56981,33649,65535,6638
1685603310,0,1,1,0,1324,3156,7740,10921,20199,65535,6626,31915,44249,56987,33653,65535,6634
1685603316,0,1,1,0,1324,3154,7743,10919,20201,65535,6626,31923,44244,56949,33655,65535,6634
1685603322,0,1,1,0,1324,3155,7738,10928,20199,65535,6628,31929,44273,56979,33660,65535,6636
1685603328,0,1,1,0,1324,3155,7739,10919,20196,65535,6626,31907,44246,56968,33655,65535,6634
1685603334,0,1,1,0,1324,3157,7743,10925,20199,65535,6626,31927,44246,56973,33653,65535,6638
1685603340,0,1,1,0,1324,3154,7741,10921,20200,65535,6632,31928,44246,56963,33656,65535,6634
1685603346,0,1,1,0,1324,3155,7744,10924,20201,65535,6626,31927,44268,56969,33655,65535,6634
1685603352,0,1,1,0,1324,3157,7739,10923,20199,65535,6632,31903,44238,56932,33643,65535,6636
1685603358,0,1,1,0,1324,3156,7742,10922,20200,65535,6628,31926,44271,57001,33664,65535,6634
1685603364,0,1,1,0,1324,3155,7739,10921,20200,65535,6626,31929,44287,56977,33662,65535,6636
1685603370,0,1,1,0,1324,3156,7744,10922,20201,65535,6630,31910,44272,56966,33659,65535,6638
1685603376,0,1,1,0,1324,3156,7744,10917,20203,65535,6628,31912,44265,56976,33657,65535,6634
1685603382,0,1,1,0,1324,3156,7744,10923,20201,65535,6626,31923,44266,56949,33657,65535,6636
1685603388,0,1,1,0,1324,3156,7745,10923,20202,65535,6628,31917,44285,56975,33661,65535,6634
1685603394,0,1,1,0,1324,3156,7745,10922,20198,65535,6628,31898,44243,56946,33652,65535,6634
1685603400,0,1,1,0,1324,3155,7742,10915,20199,65535,6626,31901,44258,56961,33634,65535,6638
1685603406,0,1,1,0,1324,3155,7741,10918,20197,65535,6626,31917,44251,56954,33629,65535,6634
1685603412,0,1,1,0,1324,3155,7739,10920,20196,65535,6630,31917,44255,56958,33657,65535,6632
1685603418,0,1,1,0,1324,3156,7744,10920,20201,65535,6628,31927,44270,56965,33659,65535,6634
1685603424,0,1,1,0,1324,3156,7744,10916,20200,65535,6628,31910,44267,56976,33654,65535,6636
1685603430,0,1,1,0,1324,3153,7740,10919,20197,65535,6628,31897,44259,56967,33647,65535,6636
1685603436,0,1,1,0,1324,3155,7742,10923,20201,65535,6628,31903,44257,56974,33651,65535,6634
1685603442,0,1,1,0,1324,3155,7744,10924,20200,65535,6626,31923,44273,56976,33649,65535,6634
1685603448,0,1,1,0,1324,3156,7745,10923,20197,65535,6626,31923,44248,56969,33651,65535,6634
1685603454,0,1,1,0,1324,3154,7741,10922,20201,65535,6626,31909,44276,56969,33656,65535,6634
1685603460,0,1,1,0,1324,3155,7741,10920,20198,65535,6626,31923,44260,56983,33652,65535,6634
1685603466,0,1,1,0,1324,3155,7741,10920,20200,65535,6627,31925,44274,56970,33658,65535,6632
1685603472,0,1,1,0,1324,3157,7741,10927,20198,65535,6626,31914,44260,56938,33633,65535,6635
1685603478,0,1,1,0,1324,3153,7743,10921,20201,65535,6628,31918,44270,56971,33658,65535,6636
1685603484,0,1,1,0,1324,3156,7749,10925,20199,65535,6628,31915,44261,56978,33647,65535,6636
1685603490,0,1,1,0,1324,3154,7744,10926,20205,65535,6628,31929,44248,56976,33656,65535,6638
1685603496,0,1,1,0,1324,3157,7747,10926,20199,65535,6630,31930,44276,56977,33660,65535,6636
1685603502,0,1,1,0,1324,3156,7745,10923,20203,65535,6628,31917,44292,56974,33663,65535,6636
1685603508,0,1,1,0,1324,3154,7744,10921,20201,65535,6628,31919,44248,56961,33658,65535,6636
1685603514,0,1,1,0,1324,3155,7748,10918,20203,65535,6632,31915,44266,56965,33663,65535,6630
1685603520,0,1,1,0,1324,3155,7739,10916,20201,65535,6628,31928,44266,56936,33658,65535,6634
1685603526,0,1,1,0,1324,3158,7746,10924,20200,65535,6628,31904,44267,56936,33657,65535,6636
1685603532,0,1,1,0,1324,3156,7744,10920,20202,65535,6630,31929,44267,56981,33660,65535,6636
1685603538,0,1,1,0,1324,3157,7747,10928,20205,65535,6628,31930,44275,56986,33662,65535,6636
1685603544,0,1,1,0,1324,3156,7744,10922,20202,65535,6628,31924,44256,56949,33652,65535,6634
1685603550,0,1,1,0,1324,3157,7743,10924,20203,65535,6628,31927,44265,56947,33658,65535,6636
1685603556,0,1,1,0,1324,3153,7741,10916,20200,65535,6628,31917,44267,56954,33658,65535,6636
1685603562,0,1,1,0,1324,3156,7745,10920,20203,65535,6628,31930,44272,56961,33653,65535,6634
1685603568,0,1,1,0,1324,3154,7741,10916,20196,65535,6630,31900,44254,56949,33650,65535,6634
1685603574,0,1,1,0,1324,3156,7744,10919,20203,65535,6627,31932,44275,57002,33660,65535,6636
1685603580,0,1,1,0,1324,3155,7739,10923,20202,65535,6630,31912,44264,56968,33655,65535,6638
