Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1692043296,7,1,1,0,0,812.408081,31151,39435,43867,52454,65535,65535,54902,55932,53167,62115,65535,65535
1692043596,7,1,1,0,0,786.006469,30577,38696,42883,51013,65535,65535,53132,53868,50595,59126,65535,65535
1692043896,7,1,1,0,0,822.431640,31041,39472,44006,52534,65535,65535,55955,56897,54819,63391,65535,65535
1692044196,7,1,1,0,0,775.814025,30099,38213,42431,50640,65535,65535,53150,53843,51264,59635,65535,65535
1692044496,7,1,1,0,0,956.799682,33193,42471,48674,58150,65535,65535,61318,62683,62613,65535,65535,65535
1692044796,7,1,1,0,0,4413.831542,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1692045096,7,1,1,0,0,1018.166015,35329,44691,51688,63374,65535,65535,65535,65535,65535,65535,65535,65535
1692045396,7,1,1,0,0,1507.300903,40853,53460,64252,65535,65535,65535,65535,65535,65535,65535,65535,65535
1692045696,7,1,1,0,0,2281.554443,64195,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1692045996,7,1,1,0,0,1809.679687,48739,65161,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1692046296,7,1,1,0,0,840.499938,30567,39049,44571,52841,65535,65535,59267,61488,61600,65535,65535,65535
1692046596,7,1,1,0,0,736.577453,28482,35948,40502,47308,65535,65535,48897,49628,47947,54832,65535,65535
