Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1692713011,3,1,1,0,0,10.880000,82,69,115,86,1969,1774,96,109,86,103,1969,1774
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1692713311,3,1,1,0,0,10.880000,86,72,120,90,2014,1782,101,114,90,107,2014,1784
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1692713611,3,1,1,0,0,11.333334,127,99,177,127,3062,2988,150,188,137,180,3062,2990
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1692713911,3,1,1,0,0,11.333334,120,100,157,123,2938,3042,132,157,125,148,2938,3042
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1692714211,3,1,1,0,0,14.280000,174,147,214,179,4599,5458,185,228,188,222,4601,5462
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1692714511,3,1,1,0,0,21.473684,225,194,277,237,6078,7454,248,311,259,312,6090,7468
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1692714811,3,1,1,0,0,23.508573,254,221,314,276,6882,8338,285,366,311,382,6878,8338
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1692715111,3,1,1,0,0,22.666667,212,183,262,225,5585,6646,231,287,239,283,5581,6642
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1692715411,3,1,1,0,0,23.508573,256,220,316,274,6848,8184,286,359,307,371,6855,8190
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1692715711,3,1,1,0,0,22.440000,277,239,347,297,7409,8916,319,397,332,401,7419,8920
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1692716011,3,1,1,0,0,18.651428,182,154,235,189,4432,4670,203,241,194,226,4430,4668
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1692716311,3,1,1,0,0,17.407999,190,160,241,195,4672,5049,207,248,199,231,4675,5049
