Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1690545600,3,0,1,1,0,88.970321,1874,4413,5865,11358,55677,3624,18271,25378,34076,21514,55682,3628
1690545900,3,0,1,1,0,88.970321,1875,4411,5869,11358,55714,3626,18280,25385,34089,21522,55688,3630
1690546200,3,0,1,1,0,88.970321,1870,4402,5850,11328,55531,3624,18228,25318,34009,21476,55531,3626
1690546500,3,0,1,1,0,88.970321,1867,4394,5833,11299,55384,3628,18185,25241,33908,21408,55400,3632
1690546800,3,0,1,1,0,88.970321,1862,4380,5805,11289,55288,3666,18139,25167,33829,21359,55291,3666
1690547100,3,0,1,1,0,88.970321,1863,4379,5798,11278,55235,3752,18111,25119,33776,21326,55251,3752
1690547400,3,0,1,1,0,92.947502,1867,4378,5793,11252,55225,3902,18073,25053,33671,21281,55201,3906
1690547700,3,0,1,1,0,86.190002,1871,4375,5783,11231,55138,4138,18009,24963,33564,21222,55159,4140
1690548000,3,0,1,1,0,86.190002,1887,4390,5801,11249,55313,4396,18026,24976,33571,21232,55342,4400
1690548300,3,0,1,0,0,5.440000,63,78,84,95,918,1112,82,93,98,117,918,1114
1690548600,3,0,1,0,0,5.440000,83,103,111,128,1193,1396,112,126,132,157,1194,1396
1690548900,3,0,1,0,0,9.180001,105,130,141,163,1473,1672,146,161,170,199,1473,1674
