Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1689318284,3,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1689318584,3,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1689318884,3,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1689319184,3,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1689319484,3,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1689319784,3,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1689320084,3,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1689320384,3,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1689320684,3,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1689320984,3,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1689321284,3,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1689321584,3,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
