Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1690416232,5,0,0,0,0,718.085876,24612,32036,32446,45426,65535,65535,42777,49497,50849,58937,65535,65535
1690416532,5,0,0,0,0,545.259765,21464,27576,27301,37349,65535,65535,33918,38676,38044,43257,65535,65535
1690416832,5,0,0,0,0,487.406738,20346,26180,25808,35094,65535,65535,31566,35637,34526,38997,65535,65535
1690417132,5,0,0,0,0,458.736114,19380,25007,24635,33307,65535,65535,29813,33387,32151,36017,65535,65535
1690417432,5,0,0,0,0,434.004364,18404,23796,23434,31595,65535,65535,28096,31248,29953,33350,65535,65535
1690417732,5,0,0,0,0,420.576904,17779,23059,22755,30685,65535,65535,27290,30226,29039,32254,65535,65535
1690418032,5,0,0,0,0,418.287048,17342,22589,22396,30201,65535,65535,26918,29742,28728,31851,65535,65535
1690418332,5,0,0,0,0,418.200012,16979,22272,22200,30095,65535,65535,26948,29704,29015,32308,65535,65535
1690418632,5,0,0,0,0,414.130126,16688,21877,21973,29728,65535,65535,26747,29528,29015,32251,65535,65535
1690418932,5,0,0,0,0,399.882507,16207,21284,21395,28976,65535,65535,26062,28593,28100,31209,65535,65535
1690419232,5,0,0,0,0,363.131591,15132,19908,19909,26827,65535,65535,23835,26006,25256,27827,65535,65535
1690419532,5,0,0,0,0,358.168304,14647,19329,19412,26042,65535,65535,23074,24984,24269,26407,65535,65535
