Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1690635833,5,0,0,0,0,96.069770,2838,3815,3883,5844,43974,36439,5444,6304,7514,10357,43963,36448
1690636133,5,1,0,0,0,101.266517,2961,3996,4131,6153,44491,35196,5763,6607,7804,10517,44507,35197
1690636433,5,1,0,0,0,115.764846,3387,4591,4739,7117,50655,38914,6744,7682,9034,12010,50685,38928
1690636733,5,1,0,0,0,146.520965,4201,5681,5945,8888,62228,47331,8407,9705,11324,14879,62262,47397
1690637033,5,1,0,0,0,182.205566,5183,6930,7187,10865,65535,60821,10353,12059,13924,18165,65535,60783
1690637333,5,1,0,0,0,230.676925,6135,8213,8588,13120,65535,65535,12708,14926,17213,22493,65535,65535
1690637633,5,1,0,0,0,250.111679,6996,9458,9825,15117,65535,65535,14723,17116,19790,25558,65535,65535
1690637933,5,1,0,0,0,242.556976,6725,8998,9447,14394,65535,65535,14108,16432,18926,24189,65535,65535
1690638233,5,1,0,0,0,307.112701,8521,11649,12266,18816,65535,65535,18592,21539,25015,31850,65535,65535
1690638533,5,1,0,0,0,330.204925,9089,12419,12983,20018,65535,65535,19545,22608,25943,32994,65535,65535
1690638833,5,1,0,0,0,280.407226,8044,10860,11278,17190,65535,65535,16818,19427,21995,27482,65535,65535
1690639133,5,1,0,0,0,296.208007,8456,11526,12098,18220,65535,65535,17906,20467,23209,28932,65535,65535
