Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1699387298,12,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1699387599,12,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1699387900,12,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1699388201,12,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1699388502,12,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1699388803,12,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1699389104,12,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1699389405,12,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1699389706,12,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1699390007,12,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1699390308,12,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1699390609,12,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
