Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1689904829,2,1,1,0,0,371.051086,15342,22491,26956,30249,65535,65535,30840,31212,34045,38447,65535,65535
1689905129,2,1,1,0,0,299.830627,12221,17745,20881,23081,65535,65535,22957,22976,24291,27202,65535,65535
1689905429,2,1,1,0,0,258.172241,11041,16115,18943,20645,65535,65535,20307,20015,20899,23090,65535,65535
1689905729,2,1,1,0,0,219.178573,9780,14401,16840,18010,65535,65535,17440,16711,17170,18467,65535,65535
1689906029,2,1,1,0,0,191.206298,8691,12932,15143,16057,65535,58767,15445,14571,14929,15893,65535,58753
1689906329,2,1,1,0,0,180.708648,8058,12097,14271,15113,65535,50051,14553,13643,14062,14982,65535,50054
1689906629,2,1,1,0,0,176.255996,7738,11706,13879,14705,65535,44827,14169,13215,13687,14602,65535,44806
1689906929,2,1,1,0,0,171.901580,7390,11276,13457,14277,65535,40264,13795,12814,13352,14283,65535,40258
1689907229,2,1,1,0,0,167.664901,7080,10898,13090,13892,65535,35654,13441,12424,13044,13977,65535,35661
1689907529,2,1,1,0,0,156.512161,6589,10211,12302,13047,65535,31248,12606,11591,12200,13094,65535,31249
1689907829,2,1,1,0,0,147.287994,6158,9588,11588,12273,65535,27630,11828,10833,11450,12309,65535,27630
1689908129,2,1,1,0,0,134.540481,5655,8838,10725,11362,63423,24836,10951,10010,10629,11479,63454,24836
