Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1697771090,2,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1697771390,2,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1697771690,2,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1697771990,2,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1697772290,2,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1697772590,2,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1697772890,2,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1697773190,2,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1697773490,2,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1697773790,2,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1697774090,2,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1697774390,2,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
