Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1688670186,2,1,1,0,0,43221.554687,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1688670486,2,1,1,0,0,43355.167968,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1688670786,2,1,1,0,0,43117.531250,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1688671086,2,1,1,0,0,41982.769531,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1688671386,2,1,1,0,0,39435.695312,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1688671686,2,1,1,0,0,21851.396484,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1688671986,2,1,1,0,0,12956.076171,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1688672286,2,1,1,0,0,42844.968750,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1688672586,2,1,1,0,0,34439.125000,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1688672886,2,1,1,0,0,8636.122070,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1688673186,2,1,1,0,0,19453.632812,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1688673486,2,1,1,0,0,3138.770263,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
