Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1689490854,6,0,1,1,0,130.559997,3304,5565,6664,11563,47835,6862,16733,24034,31132,22721,47823,6866
1689491154,6,0,1,1,0,133.224487,3299,5555,6653,11544,47754,6854,16704,23989,31072,22680,47736,6858
1689491454,6,0,1,1,0,133.224487,3291,5541,6637,11524,47629,6842,16655,23903,30981,22599,47570,6832
1689491754,6,0,1,1,0,133.224487,3282,5529,6623,11488,47510,6826,16666,23929,31010,22617,47623,6842
1689492054,6,0,1,1,0,133.224487,3296,5555,6645,11533,47714,6850,16684,23949,31043,22655,47639,6848
1689492354,6,0,1,1,0,133.224487,3286,5534,6629,11504,47580,6834,16667,23928,31025,22641,47657,6848
1689492654,6,0,1,1,0,129.285003,3292,5546,6642,11528,47643,6846,16676,23950,31020,22645,47669,6848
1689492954,6,0,1,1,0,133.224487,3287,5537,6633,11512,47608,6838,16657,23921,30997,22629,47606,6842
1689493254,6,0,1,1,0,125.351493,3284,5529,6624,11497,47566,6836,16637,23891,30962,22595,47563,6838
1689493554,6,0,1,1,0,129.285003,3290,5542,6639,11512,47619,6848,16673,23946,31024,22632,47630,6856
1689493854,6,0,1,1,0,133.224487,3310,5572,6678,11570,47857,6884,16758,24076,31191,22759,47897,6887
1689494154,6,0,1,1,0,133.224487,3328,5598,6716,11623,48095,6918,16832,24192,31345,22879,48106,6920
