Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1691895881,6,1,0,0,0,244.830917,10821,14750,17865,20128,59150,33890,19724,18570,20042,22290,59149,33890
1691896182,6,1,0,0,0,212.159988,9335,12689,15423,17468,51999,30178,17121,16192,17675,19958,51968,30164
1691896482,6,1,0,0,0,181.337814,7897,10680,13001,14774,44976,26764,14501,13791,15236,17516,44976,26762
1691896782,6,1,0,0,0,146.928573,6411,8614,10474,11945,37215,22731,11707,11202,12533,14690,37222,22729
1691897082,6,1,0,0,0,114.301811,5010,6683,8095,9223,29639,18709,9011,8681,9842,11794,29663,18697
1691897382,6,1,0,0,0,81.685005,3628,4813,5790,6559,21731,14274,6375,6178,7083,8683,21725,14264
1691897682,6,1,0,0,0,58.332969,2681,3488,4141,4687,16587,11806,4558,4516,5283,6685,16611,11818
1691897982,6,1,0,1,0,96.254692,4101,4624,5040,6315,46255,13919,16290,32976,31240,17534,46258,13924
1691898282,6,1,0,1,0,87.428573,3534,3854,4098,5256,43365,11932,15416,32438,30574,16354,43333,11939
1691898582,6,1,0,1,0,78.802284,3049,3232,3369,4427,40422,9596,14687,31815,29797,15144,40505,9618
1691898882,6,1,0,1,0,71.944000,2734,2845,2927,3935,38440,7738,14208,31325,29209,14315,38444,7742
1691899182,6,1,0,1,0,66.639999,2543,2611,2674,3656,37168,6404,13944,31071,28898,13848,37169,6408
