Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1701615839,6,0,1,1,0,77.082855,2634,4445,5163,9398,34114,5252,13629,19354,24734,18475,34141,5256
1701616140,6,0,1,1,0,77.082855,2705,4544,5358,9619,33893,5260,14117,19731,25498,18857,33874,5258
1701616441,6,0,1,1,0,86.190002,2577,4331,5079,9184,32383,5018,13388,18851,24371,17911,32450,5030
1701616742,6,0,1,1,0,82.258064,2512,4245,4918,9083,30688,4748,12978,18422,23697,17516,30714,4750
1701617043,6,0,1,1,0,82.258064,2468,4166,4827,8883,30560,4732,12684,17940,23040,17163,30614,4736
1701617344,6,0,1,1,0,70.525711,2516,4192,4923,8832,31978,5002,12705,17853,23051,17030,31750,4966
1701617645,6,0,1,1,0,74.424827,2494,4176,4860,8748,30504,4856,12410,17488,22374,16780,30501,4856
1701617946,6,0,1,1,0,79.687500,2501,4135,4812,8517,28697,4735,11955,16904,21749,16244,28430,4710
1701618247,6,0,1,1,0,83.578178,2444,4030,4690,8115,25621,4498,11230,15578,20347,15130,24904,4406
1701618548,6,0,1,1,0,91.391998,3426,5794,6690,11567,34926,6176,16162,21919,28950,21462,34932,6176
1701618849,6,0,1,0,0,9.180001,647,977,1118,1154,3620,1134,987,830,937,1148,3622,1136
1701619150,6,0,1,0,0,14.571430,1092,1635,1860,1943,6139,2048,1684,1446,1610,1950,6145,2050
