Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1698840093,6,1,0,1,0,64.038261,2289,2389,2367,3310,36339,5586,13498,29449,27849,12757,36347,5590
1698840394,6,1,0,1,0,64.038261,2296,2397,2373,3319,36444,5598,13540,29529,27954,12792,36456,5606
1698840695,6,1,0,1,0,64.038261,2305,2406,2383,3332,36560,5616,13579,29628,28050,12846,36574,5622
1698840996,6,1,0,1,0,64.038261,2304,2403,2379,3331,36552,5614,13573,29615,28021,12836,36540,5618
1698841297,6,1,0,1,0,64.038261,2308,2409,2385,3336,36624,5622,13602,29651,28068,12866,36618,5624
1698841598,6,1,0,1,0,64.038261,2305,2405,2382,3332,36575,5618,13586,29632,28050,12855,36586,5620
1698841899,6,1,0,1,0,64.038261,2306,2406,2383,3335,36615,5626,13584,29641,28068,12866,36612,5624
1698842200,6,1,0,1,0,64.038261,2307,2408,2384,3337,36630,5622,13602,29670,28091,12866,36638,5628
1698842501,6,1,0,1,0,64.038261,2306,2409,2383,3336,36630,5620,13601,29652,28066,12863,36626,5626
1698842802,6,1,0,1,0,64.038261,2319,2421,2397,3354,36815,5654,13670,29830,28235,12937,36820,5654
1698843103,6,1,0,1,0,64.038261,2306,2406,2383,3334,36599,5616,13596,29642,28078,12860,36602,5622
1698843404,6,1,0,1,0,64.038261,2311,2411,2387,3343,36670,5630,13618,29694,28114,12894,36672,5632
