Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1692370913,6,1,1,0,0,2574.663574,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1692371213,6,1,1,0,0,2581.991699,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1692371513,6,1,1,0,0,2577.100830,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1692371813,6,1,1,0,0,2899.197265,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1692372113,6,1,1,0,0,3174.981445,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1692372413,6,1,1,0,0,3368.453613,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1692372713,6,1,1,0,0,3480.831298,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1692373013,6,1,1,0,0,3765.655761,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1692373313,6,1,1,0,0,3901.031494,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1692373613,6,1,1,0,0,4238.075195,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1692373913,6,1,1,0,0,4823.032226,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1692374213,6,1,1,0,0,5526.442871,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
