Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1693829004,9,0,1,1,0,128.076522,1201,936,1454,2970,42926,3020,20010,38220,30413,9867,42931,3020
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1693829304,9,0,1,1,0,128.076522,1199,934,1452,2964,42836,3012,19985,38132,30346,9827,42841,3014
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1693829604,9,0,1,1,0,128.076522,1199,935,1451,2966,42867,3014,19991,38163,30353,9836,42847,3016
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1693829904,9,0,1,1,0,134.906097,1194,932,1446,2955,42707,3002,19936,38047,30229,9762,42710,3004
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1693830204,9,0,1,1,0,134.906097,1199,933,1449,2963,42817,3010,19981,38134,30321,9818,42818,3016
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1693830504,9,0,1,1,0,134.906097,1196,933,1449,2961,42787,3010,19969,38120,30310,9803,42793,3014
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1693830804,9,0,1,1,0,134.906097,1198,934,1449,2961,42783,3008,19951,38121,30293,9806,42788,3011
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1693831104,9,0,1,1,0,128.076522,1200,935,1452,2968,42880,3016,19991,38183,30376,9845,42887,3020
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1693831404,9,0,1,1,0,134.906097,1198,933,1449,2961,42790,3009,19973,38114,30303,9806,42794,3014
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1693831704,9,0,1,1,0,130.922668,1195,932,1446,2954,42698,3004,19926,38020,30217,9765,42681,3008
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1693832004,9,0,1,1,0,134.906097,1197,933,1448,2958,42715,3011,19950,38062,30237,9771,42713,3014
Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1693832304,9,0,1,1,0,128.076522,1199,935,1452,2960,42729,3028,19947,38029,30214,9763,42728,3028
