Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1693598604,9,0,1,0,0,11229.420898,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1693598904,9,0,1,0,0,11520.699218,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1693599204,9,0,1,0,0,11860.677734,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1693599504,9,0,1,0,0,12170.220703,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1693599804,9,0,1,0,0,12751.157226,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1693600104,9,0,1,0,0,13477.000976,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1693600404,9,0,1,0,0,14040.241210,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1693600704,9,0,1,0,0,15380.168945,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1693601004,9,0,1,0,0,17296.105468,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1693601304,9,0,1,0,0,19326.144531,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1693601604,9,0,1,0,0,22621.695312,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1693601904,9,0,1,0,0,24747.503906,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
