Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1692388870,9,1,1,0,0,7656.700683,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1692389170,9,1,1,0,0,8066.485839,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1692389470,9,1,1,0,0,8188.923339,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1692389770,9,1,1,0,0,8317.655273,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1692390070,9,1,1,0,0,8221.144531,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1692390370,9,1,1,0,0,7806.923828,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1692390670,9,1,1,0,0,8423.908203,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1692390970,9,1,1,0,0,8008.734863,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1692391270,9,1,1,0,0,9221.913085,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1692391570,9,1,1,0,0,8093.330078,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1692391870,9,1,1,0,0,7724.423828,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1692392170,9,1,1,0,0,9175.957031,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
