Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1689581055,12,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1689581355,12,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1689581655,12,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1689581955,12,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1689582255,12,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1689582555,12,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1689582855,12,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1689583155,12,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1689583455,12,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1689583755,12,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1689584055,12,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1689584355,12,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
