Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1690830182,4,1,1,0,0,1908.144409,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1690830482,4,1,1,0,0,1896.075073,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1690830782,4,1,1,0,0,3034.239257,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1690831082,4,1,1,0,0,4459.493164,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1690831382,4,1,1,0,0,3932.561035,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1690831682,4,1,1,0,0,7459.427246,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1690831982,4,1,1,0,0,4288.538574,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1690832282,4,1,1,0,0,5791.687011,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1690832582,4,1,1,0,0,3847.687011,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1690832882,4,1,1,0,0,3891.305664,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1690833182,4,1,1,0,0,4848.586425,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
1690833482,4,1,1,0,0,7930.622070,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535
