Timestamp,Amber,White,On,Override,Day_Ind
946684863,1,1,1,0,4
946684867,0,1,0,0,8
946684871,0,1,0,0,12
946684875,1,1,1,0,16
946684879,0,1,0,0,20
946684883,0,1,0,0,24
946684861,0,1,0,0,60
946684865,0,1,0,0,64
946684869,0,1,0,0,68
946684873,0,1,0,0,72
946684877,0,1,0,0,76
