Timestamp,Amber,White,On,Override,Day_Ind
1687374900,1,1,1,0,16
1687374904,0,1,0,0,20
1687374908,0,1,0,0,24
1687374912,1,1,1,0,28
1687374916,0,1,0,0,32
1687374920,0,1,0,0,36
1687374924,0,1,0,0,40
