Timestamp,Amber,White,On,Override,Day_Ind
1687387263,0,1,1,1,12
1687387267,1,1,1,0,16
1687387271,1,1,0,0,20
1687387275,1,1,1,1,24
1687387279,1,0,1,0,28
1687387283,1,0,0,0,32
1687387287,1,0,1,1,36
1687387291,1,0,0,0,40
1687387295,0,1,0,0,44
