Timestamp,Amber,White,On,Override,Day_Ind
1687387153,1,1,1,0,4
1687387157,1,1,0,0,8
1687387161,0,1,0,0,12
1687387165,1,1,1,1,16
1687387169,1,1,0,0,20
1687387173,0,1,0,0,24
1687387177,1,1,1,0,28
1687387181,0,1,0,0,32
1687387185,0,1,0,0,36
1687387189,0,1,0,0,40
1687387193,0,1,0,0,44
1687387197,0,1,0,0,48
