Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1699059764,3,0,1,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1699060064,3,0,1,0,0,4.080000,0,0,0,0,0,0,0,0,0,0,0,0
1699060364,3,0,1,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1699060664,3,0,1,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1699060964,3,0,1,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1699061264,3,0,1,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1699061564,3,0,1,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1699061864,3,0,1,0,0,4.080000,0,0,0,0,0,0,0,0,0,0,0,0
1699062164,3,0,1,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1699062464,3,0,1,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1699062764,3,0,1,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1699063064,3,0,1,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
