Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
947188881,3,1,1,0,0,9.325715,708,1078,1361,1442,6166,3326,1330,1254,1568,2038,6173,3330
947189181,3,1,1,0,0,18.174545,1072,1638,2082,2229,9203,4816,2083,1952,2378,2967,9206,4822
947189481,3,1,1,0,0,25.500000,1525,2325,2960,3193,13084,7120,3017,2823,3351,4025,13091,7128
947189781,3,1,1,0,0,31.341819,2076,3139,3967,4294,18062,10850,4074,3814,4412,5123,18065,10858
947190081,3,1,1,0,0,39.304000,2703,4048,5058,5468,23947,15756,5194,4876,5504,6234,23956,15761
947190381,3,1,1,0,0,49.368000,3444,5080,6250,6755,31813,22958,6440,6101,6750,7574,31825,22969
947190681,3,1,1,0,0,57.198463,4293,6243,7563,8183,41873,32512,7849,7540,8213,9236,41881,32517
947190981,3,1,1,0,0,67.385803,5070,7315,8786,9509,49542,39496,9158,8835,9519,10645,49546,39515
947191281,3,1,1,0,0,77.576667,5836,8368,9997,10825,56964,46149,10482,10152,10868,12091,56997,46184
947191581,3,1,1,0,0,88.853332,6568,9377,11163,12094,63711,51938,11755,11428,12183,13499,63728,51950
947191881,3,1,1,0,0,92.831459,7240,10267,12130,13125,65535,58384,12801,12472,13173,14551,65535,58367
947192181,3,1,1,0,0,100.990509,7811,10996,12894,13912,65535,64606,13565,13230,13855,15191,65535,64585
