Timestamp,Amber,White,On,Override,Day_Ind
1687387201,0,1,0,0,52
1687387205,0,1,0,0,56
1687387209,0,1,0,0,60
1687387213,0,1,0,0,64
1687387217,0,1,0,0,68
1687387221,0,1,0,0,72
1687387225,0,1,0,0,76
1687387229,0,1,0,0,80
1687387233,0,1,0,0,84
1687387237,0,1,0,0,88
1687387241,0,1,0,0,92
1687387255,0,1,1,0,4
1687387259,0,1,0,0,8
