Timestamp,Site,Amber,White,On,Override,Intensity,AS00,AS01,AS02,AS03,AS04,AS05,AS06,AS07,AS08,AS09,AS10,AS11
1698814834,3,1,1,1,0,4.080000,0,0,0,0,0,0,0,0,0,0,0,0
1698815134,3,1,1,1,0,4.080000,0,0,0,0,0,0,0,0,0,0,0,0
1698815434,3,1,1,1,0,4.080000,0,0,0,0,0,0,0,0,0,0,0,0
1698815734,3,1,1,1,0,4.080000,0,0,0,0,0,0,0,0,0,0,0,0
1698816034,3,1,1,1,0,4.080000,0,0,0,0,1,0,0,0,0,0,1,0
1698816334,3,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1698816634,3,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1698816934,3,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1698817234,3,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1698817534,3,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1698817834,3,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
1698818134,3,1,1,1,0,nan,0,0,0,0,0,0,0,0,0,0,0,0
